Date,BTCUSD,ETHUSD
2019-03-12,3860.0,132.8
2019-03-13,3851.02,131.16
2019-03-14,3853.95,131.4
2019-03-15,3902.8,135.99
2019-03-16,3990.0,140.48
2019-03-17,3967.01,138.07
2019-03-18,3970.5,137.01
2019-03-19,4000.85,138.1
2019-03-20,4033.0,138.73
2019-03-21,3972.76,134.41
2019-03-22,3983.78,135.87
2019-03-23,3983.43,136.52
2019-03-24,3969.52,135.37
2019-03-25,3908.01,133.01
2019-03-26,3922.42,133.28
2019-03-27,4026.53,139.27
2019-03-28,4011.17,137.46
2019-03-29,4091.01,142.83
2019-03-30,4094.14,142.12
2019-03-31,4095.0,141.2
2019-04-01,4137.01,141.0
2019-04-02,4901.93,164.69
2019-04-03,4975.07,161.33
2019-04-04,4906.49,157.4
2019-04-05,5040.66,166.08
2019-04-06,5049.22,165.79
2019-04-07,5190.2,174.84
2019-04-08,5285.54,180.74
2019-04-09,5193.49,175.83
2019-04-10,5320.81,177.55
2019-04-11,5041.32,164.92
2019-04-12,5078.18,164.27
2019-04-13,5066.22,163.75
2019-04-14,5164.0,168.11
2019-04-15,5029.99,160.24
2019-04-16,5204.92,166.38
2019-04-17,5227.0,166.54
2019-04-18,5282.32,174.15
2019-04-19,5290.36,173.83
2019-04-20,5319.89,173.73
2019-04-21,5297.64,169.9
2019-04-22,5387.6,171.58
2019-04-23,5532.85,171.07
2019-04-24,5443.14,165.75
2019-04-25,5125.3,151.95
2019-04-26,5159.51,153.41
2019-04-27,5170.6,155.66
2019-04-28,5155.0,153.19
2019-04-29,5148.25,152.36
2019-04-30,5267.43,160.4
2019-05-01,5321.15,158.39
2019-05-02,5390.01,158.7
2019-05-03,5657.4,164.91
2019-05-04,5770.01,161.85
2019-05-05,5715.86,161.25
2019-05-06,5687.9,171.07
2019-05-07,5743.3,166.34
2019-05-08,5943.6,169.58
2019-05-09,6153.09,170.11
2019-05-10,6343.14,172.21
2019-05-11,7223.21,193.99
2019-05-12,6979.76,188.23
2019-05-13,7825.41,196.51
2019-05-14,7990.92,217.6
2019-05-15,8204.24,249.12
2019-05-16,7878.96,264.39
2019-05-17,7361.1,244.59
2019-05-18,7262.4,234.03
2019-05-19,8196.59,261.089
2019-05-20,7999.54,252.22
2019-05-21,7951.7,254.74
2019-05-22,7626.48,243.32
2019-05-23,7881.98,245.64
2019-05-24,8002.21,249.83
2019-05-25,8063.81,251.55
2019-05-26,8731.96,268.8
2019-05-27,8768.62,272.65
2019-05-28,8715.36,271.15
2019-05-29,8662.44,269.39
2019-05-30,8279.69,254.47
2019-05-31,8566.04,267.56
2019-06-01,8558.95,264.78
2019-06-02,8736.54,269.23
2019-06-03,8107.96,250.89
2019-06-04,7670.96,240.93
